Date,Month,Season,Temperature_C,Weather_Condition,Gender,Brand,Product Name,Fabric,Price_INR,Description
2024-05-13,May,Summer,43.1,Very Hot,Unisex,Peter England,Elegant Cotton Breathable Linen Shirt,Cotton,6359,A elegant breathable linen shirt crafted from cotton. Perfect for the summer weather in India. Sourced from Ludhiana.
2024-05-14,May,Summer,38.9,Very Hot,Unisex,FabIndia,Urban Khadi Floral Print Maxi Dress,Khadi,7674,A urban floral print maxi dress crafted from khadi. Perfect for the summer weather in India. Sourced from Kolkata.
2024-05-15,May,Summer,42.0,Dusty,Unisex,Allen Solly,Handcrafted Rayon Handblock Print Mulmul Saree,Rayon,860,A handcrafted handblock print mulmul saree crafted from rayon. Perfect for the summer weather in India. Sourced from Kolkata.
2024-05-16,May,Summer,42.6,Dusty,Unisex,FabIndia,Classic Khadi Floral Print Maxi Dress,Khadi,7557,A classic floral print maxi dress crafted from khadi. Perfect for the summer weather in India. Sourced from Kashmir.
2024-05-17,May,Summer,36.8,Dusty,Women,W for Woman,Premium Cotton Pastel Sundress,Cotton,2102,A premium pastel sundress crafted from cotton. Perfect for the summer weather in India. Sourced from Kashmir.
2024-05-18,May,Summer,43.5,Dusty,Unisex,Peter England,Elegant Khadi White Linen Trousers,Khadi,12535,A elegant white linen trousers crafted from khadi. Perfect for the summer weather in India. Sourced from Ludhiana.
2024-05-19,May,Summer,39.9,Heatwave,Women,Raymond,Vintage Linen Cotton Bermuda Shorts,Linen,4649,A vintage cotton bermuda shorts crafted from linen. Perfect for the summer weather in India. Sourced from Banaras.
2024-05-20,May,Summer,41.9,Heatwave,Men,Manyavar,Handcrafted Rayon Sleeveless Khadi Vest,Rayon,5573,A handcrafted sleeveless khadi vest crafted from rayon. Perfect for the summer weather in India. Sourced from Surat.
2024-05-21,May,Summer,43.7,Dusty,Women,Allen Solly,Classic Rayon Chikankari Cotton Kurta,Rayon,11705,A classic chikankari cotton kurta crafted from rayon. Perfect for the summer weather in India. Sourced from Mumbai.
2024-05-22,May,Summer,34.0,Heatwave,Women,Westside,Urban Khadi Chikankari Cotton Kurta,Khadi,10661,A urban chikankari cotton kurta crafted from khadi. Perfect for the summer weather in India. Sourced from Surat.
2024-05-23,May,Summer,42.5,Dusty,Men,Westside,Elegant Linen Handblock Print Mulmul Saree,Linen,1392,A elegant handblock print mulmul saree crafted from linen. Perfect for the summer weather in India. Sourced from Kolkata.
2024-05-24,May,Summer,39.6,Very Hot,Women,Louis Philippe,Bohemian Khadi White Linen Trousers,Khadi,9558,A bohemian white linen trousers crafted from khadi. Perfect for the summer weather in India. Sourced from Kashmir.
2024-05-25,May,Summer,44.2,Heatwave,Women,Pantaloons,Modern Rayon Cotton Bermuda Shorts,Rayon,6529,A modern cotton bermuda shorts crafted from rayon. Perfect for the summer weather in India. Sourced from Mumbai.
2024-05-26,May,Summer,44.6,Dusty,Men,Biba,Handcrafted Khadi White Linen Trousers,Khadi,9666,A handcrafted white linen trousers crafted from khadi. Perfect for the summer weather in India. Sourced from Kolkata.
2024-05-27,May,Summer,35.4,Dusty,Unisex,Allen Solly,Bohemian Khadi Floral Print Maxi Dress,Khadi,3933,A bohemian floral print maxi dress crafted from khadi. Perfect for the summer weather in India. Sourced from Jaipur.
2024-05-28,May,Summer,35.1,Heatwave,Men,FabIndia,Sustainable Linen Handblock Print Mulmul Saree,Linen,14280,A sustainable handblock print mulmul saree crafted from linen. Perfect for the summer weather in India. Sourced from Surat.
2024-05-29,May,Summer,37.2,Dusty,Unisex,FabIndia,Modern Khadi Floral Print Maxi Dress,Khadi,2990,A modern floral print maxi dress crafted from khadi. Perfect for the summer weather in India. Sourced from Mysore.
2024-05-30,May,Summer,44.8,Very Hot,Women,Raymond,Elegant Rayon Chikankari Cotton Kurta,Rayon,3565,A elegant chikankari cotton kurta crafted from rayon. Perfect for the summer weather in India. Sourced from Kashmir.
2024-05-31,May,Summer,38.9,Very Hot,Men,FabIndia,Urban Khadi Pastel Sundress,Khadi,11858,A urban pastel sundress crafted from khadi. Perfect for the summer weather in India. Sourced from Mumbai.
2024-06-01,June,Monsoon,28.2,Humid,Men,Louis Philippe,Sustainable Rayon Synthetic Blend Kurti,Rayon,12556,A sustainable synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2024-06-02,June,Monsoon,32.4,Cloudy,Women,Peter England,Bohemian Rayon Quick-Dry Polo T-Shirt,Rayon,1536,A bohemian quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2024-06-03,June,Monsoon,28.7,Humid,Women,W for Woman,Handcrafted Rayon Nylon Cargo Shorts,Rayon,3546,A handcrafted nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2024-06-04,June,Monsoon,28.4,Pre-Monsoon Rain,Unisex,Allen Solly,Premium Polyester Water Resistant Windcheater,Polyester,5326,A premium water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2024-06-05,June,Monsoon,30.1,Cloudy,Unisex,Biba,Sustainable Polyester Polyester Rain Jacket,Polyester,10731,A sustainable polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2024-06-06,June,Monsoon,30.6,Pre-Monsoon Rain,Women,Manyavar,Modern Rayon Ankle Length Leggings,Rayon,1075,A modern ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2024-06-07,June,Monsoon,39.8,Pre-Monsoon Rain,Women,Allen Solly,Sustainable Rayon Water Resistant Windcheater,Rayon,1142,A sustainable water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2024-06-08,June,Monsoon,36.0,Humid,Men,FabIndia,Premium Polyester Polyester Rain Jacket,Polyester,6457,A premium polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2024-06-09,June,Monsoon,33.3,Pre-Monsoon Rain,Unisex,Peter England,Designer Rayon Ankle Length Leggings,Rayon,10193,A designer ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2024-06-10,June,Monsoon,35.1,Humid,Women,Raymond,Classic Polyester Water Resistant Windcheater,Polyester,3840,A classic water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2024-06-11,June,Monsoon,35.3,Pre-Monsoon Rain,Women,Biba,Elegant Rayon Water Resistant Windcheater,Rayon,5726,A elegant water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2024-06-12,June,Monsoon,28.1,Cloudy,Unisex,Raymond,Designer Polyester Ankle Length Leggings,Polyester,11847,A designer ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2024-06-13,June,Monsoon,32.0,Cloudy,Women,Peter England,Modern Rayon Nylon Cargo Shorts,Rayon,5184,A modern nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2024-06-14,June,Monsoon,31.2,Pre-Monsoon Rain,Men,Westside,Classic Rayon Quick-Dry Polo T-Shirt,Rayon,3913,A classic quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2024-06-15,June,Monsoon,33.7,Pre-Monsoon Rain,Men,W for Woman,Bohemian Rayon Quick-Dry Polo T-Shirt,Rayon,4263,A bohemian quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2024-06-16,June,Monsoon,31.7,Humid,Men,Pantaloons,Designer Rayon Synthetic Blend Kurti,Rayon,2843,A designer synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kolkata.
2024-06-17,June,Monsoon,37.0,Humid,Unisex,Pantaloons,Bohemian Polyester Quick-Dry Polo T-Shirt,Polyester,8439,A bohemian quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2024-06-18,June,Monsoon,37.5,Humid,Men,Westside,Modern Rayon Polyester Rain Jacket,Rayon,6503,A modern polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2024-06-19,June,Monsoon,35.5,Cloudy,Men,FabIndia,Bohemian Polyester Cropped Capris,Polyester,2041,A bohemian cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2024-06-20,June,Monsoon,33.8,Pre-Monsoon Rain,Women,Raymond,Premium Rayon Quick-Dry Polo T-Shirt,Rayon,14625,A premium quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2024-06-21,June,Monsoon,31.2,Pre-Monsoon Rain,Unisex,FabIndia,Elegant Polyester Water Resistant Windcheater,Polyester,7839,A elegant water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Banaras.
2024-06-22,June,Monsoon,31.8,Cloudy,Unisex,Manyavar,Bohemian Rayon Ankle Length Leggings,Rayon,12269,A bohemian ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2024-06-23,June,Monsoon,29.3,Pre-Monsoon Rain,Unisex,Pantaloons,Classic Polyester Water Resistant Windcheater,Polyester,13882,A classic water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2024-06-24,June,Monsoon,36.0,Cloudy,Unisex,Raymond,Premium Polyester Ankle Length Leggings,Polyester,13382,A premium ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2024-06-25,June,Monsoon,34.8,Humid,Men,Louis Philippe,Urban Rayon Ankle Length Leggings,Rayon,3878,A urban ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kolkata.
2024-06-26,June,Monsoon,31.5,Humid,Unisex,Allen Solly,Urban Rayon Nylon Cargo Shorts,Rayon,3856,A urban nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2024-06-27,June,Monsoon,27.5,Humid,Unisex,Peter England,Bohemian Rayon Synthetic Blend Kurti,Rayon,4299,A bohemian synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2024-06-28,June,Monsoon,32.2,Pre-Monsoon Rain,Unisex,Biba,Handcrafted Rayon Water Resistant Windcheater,Rayon,12269,A handcrafted water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2024-06-29,June,Monsoon,34.3,Cloudy,Unisex,Raymond,Designer Polyester Quick-Dry Polo T-Shirt,Polyester,6893,A designer quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2024-06-30,June,Monsoon,32.6,Cloudy,Women,Louis Philippe,Sustainable Polyester Water Resistant Windcheater,Polyester,1560,A sustainable water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2024-07-01,July,Monsoon,31.2,Humid,Men,FabIndia,Elegant Polyester Cropped Capris,Polyester,8686,A elegant cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2024-07-02,July,Monsoon,25.1,Overcast,Men,Westside,Sustainable Polyester Quick-Dry Polo T-Shirt,Polyester,10026,A sustainable quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2024-07-03,July,Monsoon,26.0,Overcast,Men,W for Woman,Urban Polyester Cropped Capris,Polyester,5598,A urban cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2024-07-04,July,Monsoon,26.5,Overcast,Men,Westside,Urban Rayon Quick-Dry Polo T-Shirt,Rayon,12470,A urban quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2024-07-05,July,Monsoon,29.5,Humid,Women,FabIndia,Premium Rayon Water Resistant Windcheater,Rayon,11751,A premium water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2024-07-06,July,Monsoon,28.7,Overcast,Women,FabIndia,Modern Polyester Water Resistant Windcheater,Polyester,10924,A modern water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2024-07-07,July,Monsoon,28.0,Overcast,Women,W for Woman,Premium Rayon Water Resistant Windcheater,Rayon,6771,A premium water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2024-07-08,July,Monsoon,27.0,Rainy,Men,FabIndia,Vintage Polyester Polyester Rain Jacket,Polyester,8054,A vintage polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2024-07-09,July,Monsoon,26.8,Rainy,Women,Allen Solly,Designer Polyester Ankle Length Leggings,Polyester,14088,A designer ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2024-07-10,July,Monsoon,32.6,Overcast,Men,Louis Philippe,Urban Polyester Cropped Capris,Polyester,9875,A urban cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2024-07-11,July,Monsoon,29.2,Humid,Men,Peter England,Premium Rayon Quick-Dry Polo T-Shirt,Rayon,1529,A premium quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2024-07-12,July,Monsoon,32.2,Humid,Women,Biba,Premium Rayon Quick-Dry Polo T-Shirt,Rayon,1655,A premium quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2024-07-13,July,Monsoon,29.0,Humid,Men,Manyavar,Vintage Rayon Cropped Capris,Rayon,1869,A vintage cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2024-07-14,July,Monsoon,24.8,Overcast,Men,Louis Philippe,Modern Polyester Nylon Cargo Shorts,Polyester,3150,A modern nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2024-07-15,July,Monsoon,30.1,Rainy,Women,Westside,Urban Polyester Nylon Cargo Shorts,Polyester,10848,A urban nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2024-07-16,July,Monsoon,31.4,Humid,Women,Biba,Urban Rayon Polyester Rain Jacket,Rayon,13717,A urban polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2024-07-17,July,Monsoon,27.7,Overcast,Women,Biba,Elegant Rayon Nylon Cargo Shorts,Rayon,5407,A elegant nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kolkata.
2024-07-18,July,Monsoon,29.6,Rainy,Unisex,Pantaloons,Elegant Polyester Nylon Cargo Shorts,Polyester,3468,A elegant nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2024-07-19,July,Monsoon,27.3,Overcast,Men,W for Woman,Modern Polyester Synthetic Blend Kurti,Polyester,12376,A modern synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2024-07-20,July,Monsoon,31.1,Rainy,Women,Westside,Bohemian Rayon Cropped Capris,Rayon,12751,A bohemian cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2024-07-21,July,Monsoon,32.3,Rainy,Men,Allen Solly,Urban Polyester Nylon Cargo Shorts,Polyester,2441,A urban nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2024-07-22,July,Monsoon,24.2,Rainy,Women,W for Woman,Sustainable Rayon Ankle Length Leggings,Rayon,14692,A sustainable ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2024-07-23,July,Monsoon,25.5,Overcast,Women,Peter England,Classic Polyester Synthetic Blend Kurti,Polyester,3842,A classic synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2024-07-24,July,Monsoon,26.1,Rainy,Men,Raymond,Premium Polyester Water Resistant Windcheater,Polyester,3503,A premium water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2024-07-25,July,Monsoon,28.1,Overcast,Unisex,Westside,Sustainable Polyester Cropped Capris,Polyester,5759,A sustainable cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Surat.
